342. 	333260 	Marvin's Mittens 	104 	1 	93.75% 	99.05%
343. 	399600 	I and Me 	263 	8 	93.75% 	97.05%
344. 	241600 	Rogue Legacy 	12,648 	778 	93.74% 	94.21%
345. 	269770 	Secrets of Grindea 	2,425 	133 	93.73% 	94.80%
346. 	233130 	Shadow Warrior 	12,278 	755 	93.73% 	94.21%
347. 	251490 	Gravity Ghost 	241 	7 	93.73% 	97.18%
348. 	412670 	Bullet Heaven 2 	176 	4 	93.73% 	97.78%
349. 	4760 	Rome: Total War 	6,070 	360 	93.72% 	94.40%
350. 	230290 	Universe Sandbox ² 	3,809 	219 	93.71% 	94.56%
351. 	250500 	Super Amazing Wagon Adventure 	1,574 	82 	93.71% 	95.05%
352. 	233450 	Prison Architect 	25,201 	1,599 	93.70% 	94.03%
353. 	246620 	Plague Inc: Evolved 	14,925 	937 	93.66% 	94.09%
354. 	357600 	Unium 	238 	7 	93.65% 	97.14%
355. 	385800 	NEKOPARA Vol. 0 	8,236 	504 	93.65% 	94.23%
356. 	406870 	Eventide: Slavic Fable 	278 	9 	93.63% 	96.86%
357. 	311190 	Super Panda Adventures 	523 	22 	93.62% 	95.96%
358. 	17460 	Mass Effect 	8,184 	503 	93.62% 	94.21%
359. 	6860 	Hitman: Blood Money 	4,511 	267 	93.62% 	94.41%
360. 	597170 	Clone Drone in the Danger Zone 	487 	20 	93.62% 	96.06%
361. 	8980 	Borderlands 	17,623 	1,123 	93.61% 	94.01%
362. 	6000 	STAR WARS™ Republic Commando 	4,726 	281 	93.61% 	94.39%
363. 	257850 	Hyper Light Drifter 	7,425 	455 	93.61% 	94.23%
364. 	300570 	Infinifactory 	1,147 	58 	93.61% 	95.19%
